text,labels,Average_Word_Length,Lexical_Diversity,Capital_Letters_Count,Hashtag_Frequency,Mention_Frequency,count_emojis,special_chars_count,Stop_Word_Frequency,Noun_Count,Verb_Count,Participle_Count,Interjection_Count,Pronoun_Count,Preposition_Count,Adverb_Count,Conjunction_Count,Readability_Score,URL_Frequency
One man can teach you that not all men are the same,0,3.3333333333333335,1.0,1,0,0,0,0,8,2,1,0,0,0,0,0,0,110.06,0
Bitch please??!! ahh I love you a lot too <3,0,3.5,1.0,2,0,0,0,5,4,4,1,0,0,0,0,0,0,112.09,0
I'm gunna play the shit out of it then bitch slap the both of you for talking smack,1,3.6666666666666665,0.8888888888888888,1,0,0,0,1,10,5,2,1,0,0,0,0,0,95.51,0
"Congratulations, Jo. You are the most hysterical person I've ever encountered on social",0,5.769230769230769,1.0,4,0,0,0,3,5,2,2,1,0,0,0,1,0,32.9,0
Italy's new coalition vows to kick out half a million migrants - Free Speech Time -,0,4.25,0.9375,4,0,0,0,3,3,5,1,0,0,0,0,0,0,91.11,0
I'm guessing the last guy she trusted gave her herpes...,0,4.7,1.0,1,0,0,0,4,3,2,3,2,0,0,0,0,0,86.71,0
Not immigrants when they don't enter through a legal port of entry. They are Illegal Aliens. #IllegalAliens,0,5.352941176470588,1.0,6,1,0,0,4,9,5,0,0,0,0,0,0,0,71.31,0
"When some1 is very sick, you send a doctor, not ask them to come to hospital themselves. Now explain me why are we bringing in Syrians, especially adults, into Turkey letting them steal our jobs, lower the wages and ridicule our values?#sendthemback #syrian #Refugees #Turkey",1,5.133333333333334,0.9333333333333333,6,4,0,0,11,21,13,6,2,0,0,0,1,0,73.17,0
"Hoe be like Im cut from a different cloth... first of all, youre a napkin bitch",1,4.0,0.9375,2,0,0,0,4,5,4,1,0,0,0,1,0,0,97.2,0
"Apparently, once removed from packaging, you can see the strategically placed bloodied hole in the middle of that one.",0,5.2631578947368425,0.9473684210526315,1,0,0,0,3,9,3,3,2,0,0,0,2,0,52.19,0
Nothing to discuss here. Save the kids.,0,4.714285714285714,1.0,2,0,0,0,2,2,3,1,0,0,0,0,0,0,93.3,0
I was referring to women calling other women hoes and bitches or choose to be as sexually active as they wanna be but for him to constantly Callin women fucking hoe that wrong and bold,0,4.285714285714286,0.8,2,0,0,0,0,18,8,5,3,0,0,0,2,0,44.41,0
nah I'm not gonna call you that that's for whores you just my bitch ;),0,3.7333333333333334,0.9333333333333333,1,0,0,0,4,7,2,2,0,0,0,0,0,0,108.03,0
"Illegal Alien Hit Man, Dragged Him For Blocks In Deadly DUI Crash #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll #KeepAmericaSafe",1,6.705882352941177,1.0,30,5,0,0,6,3,7,3,1,0,0,0,2,0,37.3,0
"They are coming.And just because they made it here to America they think they have rights.Deseased, uneducated and soon will be paid to be a loudmouth on the streets!#BuildThatWall #AmericaFirst",1,5.5,0.8666666666666667,9,2,0,0,6,19,2,4,0,0,0,0,2,0,69.79,0
Keep them bottom feeders out of our country! #BuildThatWall #SecureOurBorers,1,6.7,1.0,7,2,0,0,3,4,5,1,0,0,0,0,0,0,44.41,0
Its time to give hunting licenses to border homes and make it year round open season on this invading force! Free guns and ammo to those willing to defend our borders!!! #BuildThatWall #BuildThatDamnWallNow,1,5.2727272727272725,0.8787878787878788,10,2,0,0,6,12,12,5,1,0,0,1,0,0,63.19,0
yeah the stupid bitch,1,4.5,1.0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,118.18,0
"So true, guys. Thanks for your support. Check out our account for info on upcoming events #maledominance",0,5.176470588235294,0.9411764705882353,3,1,0,0,4,7,5,1,0,0,0,0,1,0,74.15,0
"Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #USA",1,5.295454545454546,0.9318181818181818,37,8,0,0,17,13,13,7,6,0,0,0,1,0,69.28,0
Hey Chuck why aren't you working to fix our broken immigration system? #BuildThatWall #EndAsyleeScam,1,6.214285714285714,1.0,8,2,0,0,4,5,4,3,1,0,0,0,1,0,48.81,0
Did you know?Government statistics of crimes committed by illegalsIllegals comprise 7% of populationIllegals account for72% of all drug possession33& of all money laundering29% of all drug trafficking22% of all federal murders18%of all frauds#NODACA,1,6.575757575757576,0.696969696969697,10,1,0,0,8,14,11,4,1,0,0,0,0,0,20.89,0
Besides it being disgusting; rape jokes are SO FUCKING OLD it's like telling women to 'go back to the kitchen' smh,0,4.476190476190476,0.9523809523809523,13,0,0,0,4,8,4,4,3,0,0,2,1,0,75.54,0
"As far as white supremacy goes, the daughter of a white illegal immigrant assisting an administration dead-set against immigrants of color is a little on the nose.",1,5.074074074074074,0.8518518518518519,1,0,0,0,3,12,4,3,1,0,0,0,2,0,44.07,0
"Another fucking piece of a crap. You have gone too far in chasing mirages, Kashmiri women do not sleep around with RSS men, you fucking cunt, there is no sanity left in you now. You must have heard that phrase. 'Langoor Ke haath angoor' this shit is similar.",1,4.395833333333333,0.875,9,0,0,0,9,20,10,10,3,0,0,1,1,0,84.68,0
Trump Administration may end temporary protected status for Somalis via Do it today ! Why the hell are they special ?,1,4.619047619047619,1.0,5,0,0,0,2,7,4,3,1,0,0,1,0,0,53.37,0
"The future is femaleAverage 40yr old man: um women should stay in the kitchen,, ha clean my house hahahahaMe:",1,4.7894736842105265,1.0,3,0,0,0,4,6,5,1,0,0,0,0,0,0,69.11,0
LOL had to share! #IAmSpartacus #LiberalismIsAMentalDisorder #RedWaveRising2018 #BuildThatWall #KAG2018 #KAG2020 #KavanaughHearings,1,11.0,1.0,25,7,0,0,8,2,7,0,0,0,0,0,0,0,-18.72,0
Gelinzon Sandwich Maker Sweeps From the Kitchen Authority! Enter today!,0,6.2,1.0,8,0,0,0,2,2,6,1,0,0,0,0,0,0,44.41,0
Chill your beans you crazy bitch just because you have a cunt doesnt mean you resort straight to using it,1,4.3,0.9,1,0,0,0,0,10,6,2,1,0,0,0,0,0,85.02,0
CHECK OUT THIS STUPID HOE,0,4.2,1.0,21,0,0,0,0,2,2,0,0,0,0,0,0,0,117.16,0
Really up wondering why this bitch wants all my seconds 40 something year old whore,0,4.6,1.0,1,0,0,0,0,5,4,3,1,0,0,0,1,0,73.17,0
#IllegalAliens deserve Deportation not representation. #BuildTheWall #DeportThemAll #NoDACA #NoAmnesty #StopMassMigration,1,11.2,1.0,19,6,0,0,7,1,7,1,0,0,0,0,0,0,-43.59,0
"Praying for #Memphis to be known for loving our neighbors, not profiling them. we are with you, advocating for our immigrant neighbors.",0,5.181818181818182,0.8636363636363636,2,1,0,0,5,11,3,4,3,0,0,0,0,0,68.77,0
Sen Booker posted the confidential information on his twitter account. There is no way I will vote Democrat again. Disregard for the laws when it suits them. And he wants to run for POTUS.#2Amendment #BuildThatWall #DeportThemAll #CivilWar #DeclassifyItAll,1,5.7631578947368425,0.9473684210526315,24,5,0,0,9,16,12,5,1,0,0,0,1,0,55.3,0
Thought I'd got away with it I fancy us...sorry you today. Anything but a win for that cunt Mourinho will do for me. #jurgenaut #COYR,0,4.36,0.96,9,2,0,0,8,11,6,3,0,0,1,0,1,0,79.97,0
Two #femalefounders launched to help international and immigrant entrepreneurs scale their companies #Ent4All #FacesofFounders,0,8.071428571428571,1.0,5,3,0,0,3,3,5,2,1,0,0,0,0,0,23.43,0
"Kanye with a hint of more Kanye, the fuck you thought",0,3.909090909090909,1.0,2,0,0,0,1,6,2,2,0,0,0,0,0,0,111.07,0
Eric Lang and other #Yarrabee Farm owners need to be charged with the negligent homicide of #mollytibbetts #NoAmnesty #Deport #NoDaca,1,5.7,1.0,9,5,0,0,5,7,7,2,2,0,0,0,0,0,59.64,0
You call girls a hoe but youre a hoe too?? Lol stfu lame ass bitch,1,3.466666666666667,0.8666666666666667,2,0,0,0,2,4,7,1,0,0,0,0,0,0,114.62,0
I can suck on your titties and finger you pussy at the same time and make you squirt,1,3.7222222222222223,0.8888888888888888,1,0,0,0,0,11,3,1,0,0,0,0,1,0,95.51,0
And enough women make false rape accusations against men for us not to trust you.,1,4.466666666666667,1.0,1,0,0,0,1,5,4,2,0,0,1,0,0,0,81.63,0
Join us in our efforts to resettle refugees and them with vital services by becoming a fundraiser or donating to our #30kin30days campaign,0,5.043478260869565,0.9130434782608695,1,1,0,0,1,11,5,4,2,0,1,0,0,0,48.13,0
"Nigga really said ""I catch ya Bitch and I rape her"".",1,3.8181818181818183,1.0,4,0,0,0,3,2,5,1,0,0,0,0,1,0,85.69,0
Are you an educator looking for ways to help immigrant youth? Here are 4 things you can start doing this week to provide support. Please share and help another teacher stay informed! To learn more go to #InformedImmigrant,0,4.842105263157895,0.8947368421052632,6,1,0,0,4,16,12,6,2,0,0,0,0,0,78.75,0
"Democrats are the party of hatred. They can only spew hatred and lies. Democrats have no business trying to lead a country with hatred. Trump has encouraged prosperity for all Americans, giving us an attitude of gratitude!#MAGA #KAG #POTUS #TrumpTrain #VoteRed #NoDACA #USA",1,5.372093023255814,0.9302325581395349,29,7,0,0,12,17,12,8,6,0,1,0,0,0,71.21,0
Chain Migration is not sustainable and needs to end NOW. It's time to break the chain! #EndChainMigration,1,5.235294117647059,0.9411764705882353,9,1,0,0,4,7,7,1,0,0,0,0,0,0,71.31,0
Close the tunnels with gunpowder !,0,4.833333333333333,1.0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,66.4,0
When she sees your dick for the first time and it's bigger than she expected,0,4.133333333333334,0.9333333333333333,1,0,0,0,1,9,2,2,1,0,0,0,0,0,90.09,0
"I am a #ProudAmerican that supports #TrumpTrain because he puts #AmericaFirst and wants to #BuildThatWall #KAG #BoycottTheNFL #ILoveYourPresident join me""I Love Your President"" give it a listen.",1,6.222222222222222,0.9629629629629629,26,7,0,0,10,11,6,4,0,0,0,0,0,0,44.07,0
Bitch ima zoe i dont do pledge of Allegiance fuck you lil hoe lock the door if you leaving,1,3.789473684210526,0.9473684210526315,2,0,0,0,0,7,9,2,1,0,0,0,0,0,86.03,0
Illegal Alien (Who Obama Released) Sexually Assaulted 14-Year-Old Girl In New York via #NoDACADeal #BuildTheWall #KeepAmericaSafeWhy is he still here?#DeportThemAll #ProtectOurChildren,1,7.809523809523809,1.0,32,5,0,0,10,3,5,3,2,0,0,1,2,0,7.86,0
Friend- do you wanna drink today? Me-,0,4.428571428571429,1.0,2,0,0,0,3,2,2,1,0,0,0,0,0,0,89.75,0
You give me life!!,0,3.75,1.0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,118.18,0
SAME FOR ALL IMMIGRANTS WHO WANTS TO CHANGE OUR COUNTRY OR CAME HERE FOR FREE STUFF. GO THE HELL HOME &amp; CHANGE YOUR YOUR COUNTRY &amp; GET FREE STUFF THERE! THE BENEFITS IN USA ARE PAID FOR U.S.CITIZENS they're not FREE we work our butts off for our kids &amp; fellow citizens NOT YOU,1,4.351851851851852,0.7962962962962963,165,0,0,0,11,24,13,7,0,0,0,1,0,0,91.61,0
"Know Your Rights, Defend Your Rights! Come join a training that focuses on building sustainable community resistance against the increased violence against communities of color &amp; immigrant communities. Aug. 8-9. 10am-4pm. Open to all. Sign up is below!",0,5.7631578947368425,0.9473684210526315,10,0,0,0,12,12,12,7,2,0,0,0,0,0,53.37,0
I'm an immigrant and Trump is right on immigration via,0,4.5,1.0,2,0,0,0,1,4,2,0,0,0,0,1,0,0,69.79,0
"TF you gonna do hoe ass ? get the fuck outta my dm's hoe, unless you really wanna it bitch",1,3.55,0.95,2,0,0,0,3,6,8,2,0,0,0,1,1,0,87.21,0
"We don't need a border wall especially as roughly 50 percent of illegal immigrants simply overstay legal short-term visas. What we need are immigrant quotas backed by immigrant licenses similar to driver licenses, writes Frank from Park City",0,5.368421052631579,0.9473684210526315,5,0,0,0,4,11,11,3,2,0,0,0,3,0,43.73,0
"Open Future: Anti-immigration, like pro-immigration, is a legitimate political position via",0,7.363636363636363,1.0,3,0,0,0,5,2,2,0,0,0,0,2,0,0,-15.84,0
"Home Office guilty of ""a serious breach of the duty of candour and cooperation"" regarding children entitled to enter UK. Where did these children go? Many disappeared, which means they are lost or trafficked. How can we have come to this?",0,4.829268292682927,0.9024390243902439,7,0,0,0,7,18,9,6,4,0,0,0,1,0,69.48,0
RT : I'm crying over the tweets,0,3.5714285714285716,1.0,3,0,0,0,2,2,2,1,1,0,0,0,0,0,99.23,0
"If we text and I have a pic of your pussy, that's your profile pic in my phone.",1,3.4444444444444446,0.8888888888888888,2,0,0,0,3,11,6,0,0,0,0,0,0,0,95.51,0
Homelandsecurity destroy over 4000 waterbottles in the southdesert of USA. They want to stop refugees which like to settle in USA.,1,5.238095238095238,0.8571428571428571,8,0,0,0,2,9,3,2,0,0,0,1,0,0,69.28,0
Donald Trump Junior youre a rotten fucking skank like your fucking father your whole family is a bunch of fucking rats bunch of rats live in a fucking tower filthy scum bags,0,4.4375,0.71875,3,0,0,0,0,9,10,6,4,0,0,1,1,0,64.38,0
"Weren't you a trump touting asshole? Don't bitch now, bitch boy.",0,4.909090909090909,0.9090909090909091,2,0,0,0,5,4,4,1,1,0,0,0,0,0,91.27,0
#BuildTheDamnWall #BuildThatDamnWall #BuildThatWall #BuildTheWall4MollieTibbetts #BuildTheWallNow Need I say more? Solves ALL the problems!!,1,9.846153846153847,1.0,26,5,0,0,8,3,6,3,1,0,0,0,0,0,39.5,0
"America, here's what you get with Open Border policy which is supported by many Dems/Liberals. Don't believe it? Its happening now in Germany, France & England! Vote to kept America safe this Nov, vote Republican! #BuildThatWall",1,5.361111111111111,1.0,17,1,0,0,12,12,9,5,2,0,0,0,1,0,62.54,0
"""""""There will be NO #Amnesty"""" was CLEAR Campaign PROMiSE made at his WELL PUBLICIZED """"Arizona Speech"""" so #Trump MUST HONOR that promise & CANCEL #OBAMA's #illegalAlien #DACA EO & also VETO any #GOPe #Amnesty =>#NoDACA or NO 2020 Nomination for ANYONE""",1,5.219512195121951,0.9512195121951219,82,8,0,0,23,12,16,3,0,0,0,0,2,0,40.35,0
Submit your examples of good practices on child-friendly procedures in the migration context,0,6.153846153846154,1.0,1,0,0,0,1,5,5,1,0,0,0,0,0,0,41.36,0
Lets go down the Slate rabbit hole: Christina Cauterucci is a woman who seems to think men FALSELY accused of rape,0,4.476190476190476,1.0,11,0,0,0,1,7,7,4,1,0,0,0,1,0,75.54,0
"Made your bed, now lie in the flea pit you created 'Tourists go home, refugees welcome': why Barcelona chose migrants over visitors",0,5.0,1.0,3,0,0,0,5,7,7,5,2,0,0,0,0,0,74.53,0
"EU states' rescue coordination centers should use all available resources to save, not imperil, refugees &amp; migrants and should stop blocking crucial work of charities, says European rights council",0,5.931034482758621,0.9655172413793104,3,0,0,0,6,7,10,7,1,0,0,0,0,0,42.04,0
"They are ILLEGALS, which means they are criminals. Nothing wrong with putting their butts in prison or better yet #DeportThemAll and #BuildThatWall",1,5.7272727272727275,0.9545454545454546,16,2,0,0,4,10,6,3,1,0,0,0,2,0,68.77,0
We will decide who enters our countries!' Hungary and Poland REJECT EU refugee quotas,1,5.142857142857143,1.0,11,0,0,0,2,5,5,1,0,0,0,0,0,0,81.29,0
Bitch he'll be getting more than just shoes,0,4.5,1.0,1,0,0,0,1,4,2,1,1,0,0,0,0,0,105.66,0
When you get your ex as your waitress,0,3.75,0.875,1,0,0,0,0,5,1,1,0,0,0,0,0,0,105.66,0
"Illegal Aliens should all be deported along with their entire family NOT, I repeat NOT given free anything .. #NoHealthCare #NoHousing #NoFinancialSupport #NoDACA #NoAmnesty #SendThemBack #StopTheInvasion #BuildTheWallNow from the Pa",1,6.8,1.0,35,8,0,0,11,9,8,3,2,0,0,2,0,0,31.38,0
"Mr. President Why don't you all consider ideas? What have you got to lose? See what you can do, #BuildThatWall",1,4.55,0.9,8,1,0,0,6,11,4,2,0,0,0,0,0,0,90.05,0
If she dressed like a hoe in the cold she a real Whore,1,3.230769230769231,0.8461538461538461,2,0,0,0,0,7,2,1,1,0,0,1,0,0,100.58,0
I've never in my LIFE met a woman who was smarter then ME. Maybe that has to do with their small retard brains? #womenaredumb..,1,4.333333333333333,1.0,8,1,0,0,6,12,4,2,1,0,0,0,3,0,93.14,0
"ISO several *new or used* items to foster greater self-sufficiency of a few recent refugee families: work boots, lunch boxes/bags, apt size microwaves, food storage containers, laptops...and drumroll...a large family...",0,6.333333333333333,1.0,3,0,0,0,18,5,10,3,1,0,0,0,3,0,47.79,0
I'll eat a nigga phone before I let him sneak & put me on Snapchat IG Twitter FB bitch you not finna ever make me lose no hoes,0,3.5357142857142856,0.9642857142857143,8,0,0,0,2,10,8,3,0,0,0,0,1,1,86.37,0
"This year 20,000 refugees are expected to arrive in the U.S. Most are families with young children, in search of safety. Together, we can help them rebuild their lives. It's simple. Just visit this link and follow the steps below. _x009d_",0,4.829268292682927,0.926829268292683,7,0,0,0,12,19,8,5,1,0,0,0,1,0,86.4,0
Omar's ex is the biggest cunt ass bitch I have ever heard of if this annoying ass washed up art ho don't STFU actin like she somebody ~sigh~,1,4.035714285714286,0.9642857142857143,6,0,0,0,4,10,9,3,2,0,0,1,2,0,76.9,0
My whole life is a bunch of poor decisions followed by thoughts of 'how's this one gonna bite me in the ass',0,3.9545454545454546,0.9545454545454546,1,0,0,0,3,10,6,2,1,0,0,0,0,0,91.45,0
THE OTHER INVASION: According to Homeland Security Stats More than 600K Aliens overstayed U.S. Visas in 2017!! #Deport #ICE #SendThemHome,1,5.9,1.0,33,3,0,0,8,6,7,3,2,0,0,0,0,0,64.67,0
"If your dick game is strong, she'll let you get away with anything as long as you're honest with her",0,4.05,0.9,1,0,0,0,3,10,4,1,0,0,0,0,0,0,93.48,0
"I would hate hate to own border property! Terrifying to see and know that was happening in my backyard! Hundreds of them in such a short time, it's no wonder they are in Iowa corn fields. Please #BuildThatWall Please for o",1,4.439024390243903,0.8780487804878049,9,1,0,0,6,21,10,5,2,0,0,0,0,0,86.4,0
"Love, let not all men be equally yoked to the animals who hurt women for pleasure and lack of confidence in themselves.",0,4.454545454545454,1.0,1,0,0,0,2,10,6,3,0,0,0,0,1,0,66.07,0
"Not found: Half of deported refugees never left Germany, report reveals",0,5.545454545454546,1.0,3,0,0,0,2,2,4,3,1,0,0,0,1,0,68.77,0
"Corbyn still maintains Blair's New Labour which is essentially Marxism, a dangerous cult putting migrants first who are usually members of a political religious cult that would kill members if they left. Those migrants will in return vote L",1,5.17948717948718,0.8974358974358975,7,0,0,0,3,13,10,4,1,0,0,0,4,0,60.14,0
Or stop being a whore on twitch you rat,1,3.4444444444444446,1.0,1,0,0,0,0,5,3,1,0,0,0,0,0,0,104.64,0
"Italy tells France to shove it, will not take in any Muslim refugees - Free Speech Time -",1,4.0,0.9444444444444444,6,0,0,0,3,5,6,2,0,0,0,0,0,0,97.54,0
"The ghost, who Amethyst can't see but believes she can communicate and have sex with, has now returned with her to the UK and their relationship is progressing. Should we ask Roger Helmer and Farage to investigate this immigrant ghost?",0,4.9,0.925,8,0,0,0,5,21,11,5,2,0,0,0,0,0,68.1,0
"#OnMyBlock we Kneel 4 the, we want 2 #EndChainMigration ,we say Merry Christmas,we dont believe in #ClimateChange,we cherish the #1stAmendment ,we support , we speak English, we love #Capitalism ,we believe marriage is between man & woman & we know there R but 2 Genders!",1,5.044444444444444,0.8,16,5,0,0,16,11,12,8,0,0,0,0,0,0,28.85,0
Most people and including me have no problem with immigration it the illegal immigrant that we think should be stopped and deported. There is a different between a legal and illegal immigrants.,0,5.0625,0.875,2,0,0,0,2,19,6,3,3,0,0,0,0,0,46.78,0
Cameron stopped immigrants voting on the EU in or out vote he learned from the scots independence That immigrants can be a negative infeuenc,1,4.875,0.9166666666666666,4,0,0,0,0,12,7,3,3,0,0,0,0,0,55.58,0
After we've had sex once,0,4.0,1.0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,100.24,0
These feminists are just too-ugly sluts who want attention!*,1,5.777777777777778,1.0,1,0,0,0,3,4,2,1,0,0,0,0,0,0,62.34,0
My whole life is a bunch of awkward situations strung together by alcohol,0,4.6923076923076925,1.0,1,0,0,0,0,5,4,1,0,0,0,0,1,0,58.28,0
You're reading 50 Shades Of Grey? How original bitch,1,4.888888888888889,1.0,5,0,0,0,2,3,2,1,1,0,0,0,0,0,92.29,0
Europeans need to stop acting like America is theirs. You too are immigrant!!!,0,5.076923076923077,1.0,3,0,0,0,4,5,3,3,2,0,0,1,0,0,73.34,0
I just submitted a comment saying NO to the Citizenship Question . plans to include a citizenship question on the 2020 Census this question will instill fear in immigrant communities &amp; will lead to an undercount of the national population. Submit a comment TODAY!,0,5.090909090909091,0.7954545454545454,12,0,0,0,5,19,12,5,2,0,0,0,0,0,48.5,0
Iraqi Immigrant Accused Of Critically Wounding Colorado Cop Evaded Deportation Despite Criminal Record,0,6.923076923076923,1.0,13,0,0,0,0,1,6,3,3,0,0,1,1,0,7.52,0
ICE Leader: Ryan's Immigration Bill Another 'Gang of 8' Debacle via Dump rino Ryan...,0,5.142857142857143,1.0,12,0,0,0,7,1,8,0,0,0,0,1,0,0,57.27,0
"This is a couple who just moved on in to Australia and thought if we behave ourselves and involve ourselves in the Community, and have a child here then we will be allowed to stay.Sorry - if that got you in we would be swamped with MILLIONS just like you.#SendThemBack.",1,4.4,0.76,15,1,0,0,6,33,5,7,3,0,0,1,1,0,71.99,0
CNN the immigration activist,0,6.25,1.0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,33.58,0
Grace is literally the most boujee girl on the planet and it's hysterical,1,4.6923076923076925,0.9230769230769231,1,0,0,0,1,7,3,0,0,0,0,0,1,0,58.28,0
"thanks man, sometimes we gotta state the obvious for the women, this is a parody account #YesAllMen",1,4.882352941176471,0.9411764705882353,3,1,0,0,3,7,6,2,0,0,0,0,1,0,62.68,0
Hahahahahahahaha no wonder you work for the sun you thick kunt.,0,4.818181818181818,0.9090909090909091,1,0,0,0,1,5,6,0,0,0,0,0,0,0,51.85,0
You are right on! He prefers illegal migrants law breakers to American citizens! I would NEVER vote for him again!,1,4.75,1.0,9,0,0,0,3,7,5,1,0,0,0,0,1,0,73.13,0
We'll see...never hear from that bitch until he dies. Just like you hoe.,0,4.615384615384615,1.0,2,0,0,0,6,6,3,2,0,0,0,1,1,0,98.72,0
Republican voters will not forgive you for not building the wall. #BuildThatWall #MAGA2020,1,6.0,0.9230769230769231,8,2,0,0,3,6,4,2,1,0,0,0,0,0,41.36,0
Exactly. If I wanted my johnson tugged Id show up at Kevin Spaceys pool party. We were told the #BuildThatWall money was embedded in the omnibus bill. Show us!,1,4.517241379310345,0.9655172413793104,11,1,0,0,5,11,6,6,3,0,1,0,1,0,82.14,0
Its just a drill and nobody was badly hurt I heard.,0,3.727272727272727,1.0,2,0,0,0,1,6,2,2,0,0,0,0,1,0,94.15,0
HOLLERINGGGGGGG. stupid baby bitch.,1,8.0,1.0,15,0,0,0,2,0,3,0,0,0,0,0,0,0,50.5,0
"okay bitch, fuck off its not your business fall in a hole and get anal fucked by satans horn! BITCH",1,4.0,1.0,5,0,0,0,2,8,7,2,0,0,0,0,0,0,93.48,0
your fucken hot im hot fuck hard do anything you want to be my slut whore and open your holes you HOT SLUT. WE LOVE TO FUCK,1,3.5925925925925926,0.8888888888888888,19,0,0,0,1,11,7,1,0,0,0,0,1,0,100.07,0
"The time has come for an all-of-government approach to #immigration, #refugees #canada",0,6.25,1.0,1,3,0,0,6,5,4,2,0,0,0,0,0,0,50.84,0
"Lowest Black Unemployment in History! Enforcing #Immigration laws means Illegals are no longer taking jobs, lowering American Wages and destorying Black ommunities likeCompton CA No #DACA #WalkAway #BlackTwitter #BlacksForTrump",0,6.862068965517241,0.9655172413793104,25,5,0,0,7,5,9,7,4,0,0,0,2,0,14.46,0
Stay in the kitchen you whore,1,4.0,1.0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,116.15,0
"Great article on the #refugee crisis in Europe. ""The driving question for Europeans is: How do we make it stop? But it refers not to the humanitarian drama of the forcibly displaced, just to their ability to reach Europe.""",1,4.717948717948718,0.8717948717948718,7,1,0,0,8,19,11,3,2,0,0,0,1,0,66.74,0
"Illigal immigrants forming an army in California and going nuts. American citizens want them repatriated back to wonderful Mexico from which they fled. This is some of the most disturbing anti American footage I've seen to date,,,",1,5.243243243243243,0.9459459459459459,7,0,0,0,6,15,8,7,5,0,0,0,1,0,50.53,0
trying to connect to your home culture through your immigrant parents is like listening to a bunch of boomers describe what's wrong with america lol,0,4.96,0.88,0,0,0,0,1,10,8,3,2,0,0,1,0,0,63.02,0
girls are attention whores #WomenSuck,1,6.6,1.0,2,1,0,0,1,1,2,1,0,0,0,0,0,0,32.56,0
"Spain: migrants riot to protest against the slow WIFI, the uncomfortable bed and the disgusting food In the shelter - Free Speech Time -",0,4.708333333333333,0.8333333333333334,9,0,0,0,4,8,8,2,1,0,0,0,0,0,66.07,0
"Rises in conflicts and displacements across Africa are unlikely to fall without greater attention paid to ending old wars, preventing new ones, and responding to refugee populations. They point to past failures and demand new and improved responses.",0,5.578947368421052,0.8157894736842105,3,0,0,0,4,11,10,8,4,0,0,2,0,0,52.19,0
If things were the other way around and whites were migrants these other countries WOULD NOT accept us. Wake up!!!,1,4.75,0.9,10,0,0,0,4,9,5,2,0,0,1,1,0,0,76.56,0
WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,1,4.32,0.84,9,0,0,0,2,11,5,4,0,0,0,0,1,0,101.09,0
Thanks for the heads up. I was about to go down my local to rape and harass some women but now I know I might be on The List...NO CHANCE.,1,3.6,0.9,14,0,0,0,5,18,6,3,0,0,0,0,0,0,98.55,0
This cunt with a dick is a perpetual race whore who wouldn't know an historical fact if her pathetic life depended on it,1,4.260869565217392,0.9565217391304348,1,0,0,0,1,12,6,2,1,0,0,0,0,0,56.59,0
we will let you call it anything! #BuildThatWall,1,5.125,1.0,3,1,0,0,2,4,2,2,0,0,0,0,0,0,88.74,0
"I refuse to be a stuck up, judgmental, hypocritical, boring, non progressive cunt, just to put other women streamers down",0,5.1,0.95,1,0,0,0,5,8,5,2,0,0,0,0,1,0,51.18,0
No he's just a cunt he calls me a slut when I've done no shit to him,0,3.0588235294117645,0.9411764705882353,2,0,0,0,2,10,2,2,0,0,0,0,0,0,104.98,0
Several of the wild fires in #california and #Colorado were intentionally set by #IllegalAliens,1,5.857142857142857,1.0,4,3,0,0,3,6,3,2,0,0,0,0,1,0,31.89,0
Antonio Sabato Jr: Im An Immigrant And I Support Trumps Wall [VIDEO] via #MondayMotivation,0,5.5,1.0,18,1,0,0,4,3,8,1,0,0,0,1,0,0,40.35,0
"Pepsi's first female CEO Indra Nooyi: ""Being an Indian immigrant got me attention because I was often the only colored person in the room. That got me attention but I had to work harder to prove color and gender actually should not be counted against me"" #tictocnews",0,4.680851063829787,0.8723404255319149,11,1,0,0,6,21,13,4,2,0,0,1,3,0,47.62,0
Urban refugees in South-East Asia:,0,6.0,1.0,4,0,0,0,2,1,1,1,0,0,0,0,0,0,83.32,0
"I don't catch feelings, I don't catch flights, but I do catch dudes slippin and fuck their girls",1,4.388888888888889,0.7222222222222222,3,0,0,0,4,9,5,2,0,0,0,0,0,0,95.51,0
"Protesters condemn US treatment of migrants, block bus",0,5.875,1.0,3,0,0,0,1,1,4,2,0,0,1,0,0,0,63.36,0
I know and understand all this. But it is still not OK to rape and abuse women just because we don't,0,3.8095238095238093,0.9523809523809523,4,0,0,0,2,13,3,1,0,0,0,1,1,0,94.66,0
